csv_path,L,C,Lg,Vin,Vs1,Time step,MAE,MARE,MAXRE
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=1e+02_Vs1=3e+02_time_step_2e-06.csv,1e-05,0.001,0.001,100.0,300.0,2e-06,8.751516977945963,0.0055589112453162,38.47163772583008
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=1e+02_Vs1=3e+02_time_step_5e-06.csv,1e-05,0.001,0.001,100.0,300.0,5e-06,22.38775698343913,0.0112336752936244,7.290454864501953
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=1e+02_Vs1=3e+02_time_step_5e-07.csv,1e-05,0.001,0.001,100.0,300.0,5e-07,2.6660077571868896,0.0013442669296637,10.080681800842283
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=1e+02_Vs1=4e+02_time_step_2e-06.csv,1e-05,0.001,0.001,100.0,400.0,2e-06,8.773215293884277,0.0055691464804112,39.01021194458008
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=1e+02_Vs1=4e+02_time_step_5e-06.csv,1e-05,0.001,0.001,100.0,400.0,5e-06,22.3992182413737,0.0112202102318406,7.32887077331543
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=1e+02_Vs1=4e+02_time_step_5e-07.csv,1e-05,0.001,0.001,100.0,400.0,5e-07,2.7220214207967124,0.0013409461826086,9.234576225280762
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=1e+02_Vs1=5e+02_time_step_2e-06.csv,1e-05,0.001,0.001,100.0,500.0,2e-06,8.798514366149902,0.0055827074684202,39.55050659179688
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=1e+02_Vs1=5e+02_time_step_5e-06.csv,1e-05,0.001,0.001,100.0,500.0,5e-06,22.412280400594074,0.0112073412165045,7.367194652557373
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=1e+02_Vs1=5e+02_time_step_5e-07.csv,1e-05,0.001,0.001,100.0,500.0,5e-07,2.786930481592814,0.0013468383112922,9.77271842956543
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=2e+02_Vs1=1e+02_time_step_2e-06.csv,1e-05,0.001,0.001,200.0,100.0,2e-06,8.72407595316569,0.0055487579666078,37.62008285522461
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=2e+02_Vs1=1e+02_time_step_5e-06.csv,1e-05,0.001,0.001,200.0,100.0,5e-06,22.37306276957194,0.0112560847774147,7.229812622070312
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=2e+02_Vs1=1e+02_time_step_5e-07.csv,1e-05,0.001,0.001,200.0,100.0,5e-07,2.596101919809977,0.0013707322068512,11.952973365783691
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=2e+02_Vs1=2e+02_time_step_2e-06.csv,1e-05,0.001,0.001,200.0,200.0,2e-06,8.740513801574707,0.0055546476505696,38.15779495239258
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=2e+02_Vs1=2e+02_time_step_5e-06.csv,1e-05,0.001,0.001,200.0,200.0,5e-06,22.381920496622723,0.0112417293712496,7.268136024475098
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=2e+02_Vs1=2e+02_time_step_5e-07.csv,1e-05,0.001,0.001,200.0,200.0,5e-07,2.6375619570414224,0.0013512935256585,10.76908016204834
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=2e+02_Vs1=3e+02_time_step_2e-06.csv,1e-05,0.001,0.001,200.0,300.0,2e-06,8.76012897491455,0.0055627208203077,38.697662353515625
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=2e+02_Vs1=3e+02_time_step_5e-06.csv,1e-05,0.001,0.001,200.0,300.0,5e-06,22.392329533894856,0.0112279346212744,7.306550979614258
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=2e+02_Vs1=3e+02_time_step_5e-07.csv,1e-05,0.001,0.001,200.0,300.0,5e-07,2.688406546910604,0.0013416241854429,9.584240913391112
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=2e+02_Vs1=4e+02_time_step_2e-06.csv,1e-05,0.001,0.001,200.0,400.0,2e-06,8.783391316731771,0.0055746585130691,39.237091064453125
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=2e+02_Vs1=4e+02_time_step_5e-06.csv,1e-05,0.001,0.001,200.0,400.0,5e-06,22.40447171529134,0.0112147750332951,7.344874382019043
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=2e+02_Vs1=4e+02_time_step_5e-07.csv,1e-05,0.001,0.001,200.0,400.0,5e-07,2.7481435934702554,0.0013423425843939,9.459303855895996
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=2e+02_Vs1=5e+02_time_step_2e-06.csv,1e-05,0.001,0.001,200.0,500.0,2e-06,8.81007162729899,0.0055888355709612,39.77609634399414
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=2e+02_Vs1=5e+02_time_step_5e-06.csv,1e-05,0.001,0.001,200.0,500.0,5e-06,22.41824531555176,0.0112020475789904,7.383259296417236
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=2e+02_Vs1=5e+02_time_step_5e-07.csv,1e-05,0.001,0.001,200.0,500.0,5e-07,2.8167032400767007,0.0013519568601623,9.999598503112791
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=3e+02_Vs1=1e+02_time_step_2e-06.csv,1e-05,0.001,0.001,300.0,100.0,2e-06,8.730561256408691,0.0055510266683995,37.84395217895508
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=3e+02_Vs1=1e+02_time_step_5e-06.csv,1e-05,0.001,0.001,300.0,100.0,5e-06,22.37662506103516,0.0112499566748738,7.245785713195801
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=3e+02_Vs1=1e+02_time_step_5e-07.csv,1e-05,0.001,0.001,300.0,100.0,5e-07,2.6122955481211343,0.0013613983755931,11.459368705749512
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=3e+02_Vs1=2e+02_time_step_2e-06.csv,1e-05,0.001,0.001,300.0,200.0,2e-06,8.748289108276367,0.0055575924925506,38.38338470458984
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=3e+02_Vs1=2e+02_time_step_5e-06.csv,1e-05,0.001,0.001,300.0,200.0,5e-06,22.38603337605794,0.0112359253689646,7.284170150756836
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=3e+02_Vs1=2e+02_time_step_5e-07.csv,1e-05,0.001,0.001,300.0,200.0,5e-07,2.657719373703003,0.0013459621695801,10.27547550201416
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=3e+02_Vs1=3e+02_time_step_2e-06.csv,1e-05,0.001,0.001,300.0,300.0,2e-06,8.769410769144693,0.005567155778408,38.923248291015625
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=3e+02_Vs1=3e+02_time_step_5e-06.csv,1e-05,0.001,0.001,300.0,300.0,5e-06,22.39724858601888,0.0112223280593752,7.322616577148437
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=3e+02_Vs1=3e+02_time_step_5e-07.csv,1e-05,0.001,0.001,300.0,300.0,5e-07,2.7123235861460366,0.001340810325928,9.14589023590088
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=3e+02_Vs1=4e+02_time_step_2e-06.csv,1e-05,0.001,0.001,300.0,400.0,2e-06,8.794170061747232,0.0055803847499191,39.46139144897461
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=3e+02_Vs1=4e+02_time_step_5e-06.csv,1e-05,0.001,0.001,300.0,400.0,5e-06,22.41005198160808,0.0112093910574913,7.360909461975098
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=3e+02_Vs1=4e+02_time_step_5e-07.csv,1e-05,0.001,0.001,300.0,400.0,5e-07,2.775787432988485,0.001345282420516,9.684462547302246
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=3e+02_Vs1=5e+02_time_step_2e-06.csv,1e-05,0.001,0.001,300.0,500.0,2e-06,8.822210311889648,0.0055953017435967,40.000823974609375
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=3e+02_Vs1=5e+02_time_step_5e-06.csv,1e-05,0.001,0.001,300.0,500.0,5e-06,22.424564997355144,0.011196881532669,7.399324893951416
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=3e+02_Vs1=5e+02_time_step_5e-07.csv,1e-05,0.001,0.001,300.0,500.0,5e-07,2.8479408423105874,0.0013585578417405,10.223896980285645
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=4e+02_Vs1=1e+02_time_step_2e-06.csv,1e-05,0.001,0.001,400.0,100.0,2e-06,8.737614631652832,0.005553588271141,38.06911087036133
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=4e+02_Vs1=1e+02_time_step_5e-06.csv,1e-05,0.001,0.001,400.0,100.0,5e-06,22.38038380940755,0.0112440241500735,7.2619123458862305
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=4e+02_Vs1=1e+02_time_step_5e-07.csv,1e-05,0.001,0.001,400.0,100.0,5e-07,2.630131085713705,0.001353790401481,10.960090637207031
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=4e+02_Vs1=2e+02_time_step_2e-06.csv,1e-05,0.001,0.001,400.0,200.0,2e-06,8.756729443868002,0.0055611412972211,38.608543395996094
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=4e+02_Vs1=2e+02_time_step_5e-06.csv,1e-05,0.001,0.001,400.0,200.0,5e-06,22.390491485595703,0.0112301399931311,7.300296783447266
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=4e+02_Vs1=2e+02_time_step_5e-07.csv,1e-05,0.001,0.001,400.0,200.0,5e-07,2.6794749101003013,0.0013423635391518,9.77808952331543
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=4e+02_Vs1=3e+02_time_step_2e-06.csv,1e-05,0.001,0.001,400.0,300.0,2e-06,8.779362996419271,0.0055724517442286,39.14840698242188
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=4e+02_Vs1=3e+02_time_step_5e-06.csv,1e-05,0.001,0.001,400.0,300.0,5e-06,22.402432759602863,0.0112168788909912,7.338559150695801
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=4e+02_Vs1=3e+02_time_step_5e-07.csv,1e-05,0.001,0.001,400.0,300.0,5e-07,2.737759272257487,0.0013415860012173,9.37061882019043
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=4e+02_Vs1=4e+02_time_step_2e-06.csv,1e-05,0.001,0.001,400.0,400.0,2e-06,8.805517196655273,0.0055863806046545,39.68741226196289
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=4e+02_Vs1=4e+02_time_step_5e-06.csv,1e-05,0.001,0.001,400.0,400.0,5e-06,22.41592025756836,0.0112041281536221,7.377066612243652
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=4e+02_Vs1=4e+02_time_step_5e-07.csv,1e-05,0.001,0.001,400.0,400.0,5e-07,2.804936726888021,0.0013497924664989,9.910052299499512
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=4e+02_Vs1=5e+02_time_step_2e-06.csv,1e-05,0.001,0.001,400.0,500.0,2e-06,8.834999084472656,0.0056020938791334,40.22555541992188
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=4e+02_Vs1=5e+02_time_step_5e-06.csv,1e-05,0.001,0.001,400.0,500.0,5e-06,22.431037267049152,0.0111917210742831,7.415420532226562
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=4e+02_Vs1=5e+02_time_step_5e-07.csv,1e-05,0.001,0.001,400.0,500.0,5e-07,2.880704085032145,0.0013669552281498,10.448625564575195
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=5e+02_Vs1=1e+02_time_step_2e-06.csv,1e-05,0.001,0.001,500.0,100.0,2e-06,8.745193799336752,0.0055564236827194,38.296852111816406
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=5e+02_Vs1=1e+02_time_step_5e-06.csv,1e-05,0.001,0.001,500.0,100.0,5e-06,22.38432884216309,0.0112382024526596,7.277915954589844
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=5e+02_Vs1=1e+02_time_step_5e-07.csv,1e-05,0.001,0.001,500.0,100.0,5e-07,2.649695078531901,0.0013478687033057,10.467432975769045
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=5e+02_Vs1=2e+02_time_step_2e-06.csv,1e-05,0.001,0.001,500.0,200.0,2e-06,8.76573117574056,0.0055652814917266,38.83413314819336
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=5e+02_Vs1=2e+02_time_step_5e-06.csv,1e-05,0.001,0.001,500.0,200.0,5e-06,22.395304997762043,0.0112244943156838,7.316300392150879
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=5e+02_Vs1=2e+02_time_step_5e-07.csv,1e-05,0.001,0.001,500.0,200.0,5e-07,2.7028287251790366,0.0013408908853307,9.281648635864258
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=5e+02_Vs1=3e+02_time_step_2e-06.csv,1e-05,0.001,0.001,500.0,300.0,2e-06,8.78987725575765,0.0055781360715627,39.37442779541016
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=5e+02_Vs1=3e+02_time_step_5e-06.csv,1e-05,0.001,0.001,500.0,300.0,5e-06,22.407824834187824,0.0112114967778325,7.3547163009643555
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=5e+02_Vs1=3e+02_time_step_5e-07.csv,1e-05,0.001,0.001,500.0,300.0,5e-07,2.7648396492004395,0.0013440018519759,9.597068786621094
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=5e+02_Vs1=4e+02_time_step_2e-06.csv,1e-05,0.001,0.001,500.0,400.0,2e-06,8.8174467086792,0.0055927764624357,39.91299819946289
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=5e+02_Vs1=4e+02_time_step_5e-06.csv,1e-05,0.001,0.001,500.0,400.0,5e-06,22.42201550801595,0.0111988959833979,7.393131256103516
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=5e+02_Vs1=4e+02_time_step_5e-07.csv,1e-05,0.001,0.001,500.0,400.0,5e-07,2.835622708002726,0.0013557834317907,10.13736343383789
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=5e+02_Vs1=5e+02_time_step_2e-06.csv,1e-05,0.001,0.001,500.0,500.0,2e-06,8.848512967427572,0.0056096189655363,40.45028305053711
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=5e+02_Vs1=5e+02_time_step_5e-06.csv,1e-05,0.001,0.001,500.0,500.0,5e-06,22.43779563903809,0.0111866919323802,7.431455135345459
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-03_V=5e+02_Vs1=5e+02_time_step_5e-07.csv,1e-05,0.001,0.001,500.0,500.0,5e-07,2.9150027434031167,0.0013766568154096,10.675506591796877
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=1e+02_Vs1=1e+02_time_step_2e-06.csv,1e-05,0.001,0.0001,100.0,100.0,2e-06,8.769475301106771,0.005567193031311,38.92496871948242
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=1e+02_Vs1=1e+02_time_step_5e-06.csv,1e-05,0.001,0.0001,100.0,100.0,5e-06,22.397288004557293,0.0112223112955689,7.3227386474609375
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=1e+02_Vs1=1e+02_time_step_5e-07.csv,1e-05,0.001,0.0001,100.0,100.0,5e-07,2.712470849355062,0.0013408581726253,9.147611618041992
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=1e+02_Vs1=2e+02_time_step_2e-06.csv,1e-05,0.001,0.0001,100.0,200.0,2e-06,8.794214884440104,0.0055804662406444,39.46440505981445
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=1e+02_Vs1=2e+02_time_step_5e-06.csv,1e-05,0.001,0.0001,100.0,200.0,5e-06,22.410058975219727,0.0112093677744269,7.361062526702881
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=1e+02_Vs1=2e+02_time_step_5e-07.csv,1e-05,0.001,0.0001,100.0,200.0,5e-07,2.7759567896525064,0.0013453345745801,9.686184883117676
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=1e+02_Vs1=3e+02_time_step_2e-06.csv,1e-05,0.001,0.0001,100.0,300.0,2e-06,8.822303771972656,0.0055954116396605,40.00426864624024
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=1e+02_Vs1=3e+02_time_step_5e-06.csv,1e-05,0.001,0.0001,100.0,300.0,5e-06,22.42457898457845,0.011196837760508,7.399478435516357
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=1e+02_Vs1=3e+02_time_step_5e-07.csv,1e-05,0.001,0.0001,100.0,300.0,5e-07,2.8481892744700112,0.0013586110435426,10.224757194519045
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=1e+02_Vs1=4e+02_time_step_2e-06.csv,1e-05,0.001,0.0001,100.0,400.0,2e-06,8.854019482930502,0.0056127398274838,40.54241180419922
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=1e+02_Vs1=4e+02_time_step_5e-06.csv,1e-05,0.001,0.0001,100.0,400.0,5e-06,22.44056701660156,0.0111846951767802,7.437862873077393
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=1e+02_Vs1=4e+02_time_step_5e-07.csv,1e-05,0.001,0.0001,100.0,400.0,5e-07,2.929042895634969,0.001381229260005,10.76462173461914
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=1e+02_Vs1=5e+02_time_step_2e-06.csv,1e-05,0.001,0.0001,100.0,500.0,2e-06,8.889203389485678,0.0056316354312002,41.07969284057617
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=1e+02_Vs1=5e+02_time_step_5e-06.csv,1e-05,0.001,0.0001,100.0,500.0,5e-06,22.45786094665528,0.0111732305958867,7.476216793060303
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=1e+02_Vs1=5e+02_time_step_5e-07.csv,1e-05,0.001,0.0001,100.0,500.0,5e-07,3.018482526143392,0.0014168653870001,11.304486274719238
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=2e+02_Vs1=1e+02_time_step_2e-06.csv,1e-05,0.001,0.0001,200.0,100.0,2e-06,8.779437383015951,0.0055724941194057,39.15099334716797
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=2e+02_Vs1=1e+02_time_step_5e-06.csv,1e-05,0.001,0.0001,200.0,100.0,5e-06,22.40247662862141,0.0112168388441205,7.338743209838867
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=2e+02_Vs1=1e+02_time_step_5e-07.csv,1e-05,0.001,0.0001,200.0,100.0,5e-07,2.7379828294118247,0.0013415766879916,9.374062538146973
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=2e+02_Vs1=2e+02_time_step_2e-06.csv,1e-05,0.001,0.0001,200.0,200.0,2e-06,8.805600802103678,0.005586412269622,39.68913269042969
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=2e+02_Vs1=2e+02_time_step_5e-06.csv,1e-05,0.001,0.0001,200.0,200.0,5e-06,22.415948232014973,0.0112040815874934,7.377158164978027
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=2e+02_Vs1=2e+02_time_step_5e-07.csv,1e-05,0.001,0.0001,200.0,200.0,5e-07,2.805140892664592,0.0013498826883733,9.91220474243164
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=2e+02_Vs1=3e+02_time_step_2e-06.csv,1e-05,0.001,0.0001,200.0,300.0,2e-06,8.835097948710123,0.0056021660566329,40.22813415527344
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=2e+02_Vs1=3e+02_time_step_5e-06.csv,1e-05,0.001,0.0001,200.0,300.0,5e-06,22.43110656738281,0.0111916912719607,7.415482044219971
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=2e+02_Vs1=3e+02_time_step_5e-07.csv,1e-05,0.001,0.0001,200.0,300.0,5e-07,2.8809897104899087,0.0013670263579115,10.450347900390623
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=2e+02_Vs1=4e+02_time_step_2e-06.csv,1e-05,0.001,0.0001,200.0,400.0,2e-06,8.86831029256185,0.0056205303408205,40.76757049560547
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=2e+02_Vs1=4e+02_time_step_5e-06.csv,1e-05,0.001,0.0001,200.0,400.0,5e-06,22.447615305582683,0.0111798020079731,7.453958988189697
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=2e+02_Vs1=4e+02_time_step_5e-07.csv,1e-05,0.001,0.0001,200.0,400.0,5e-07,2.965447982152303,0.0013944919919595,10.989350318908691
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=2e+02_Vs1=5e+02_time_step_2e-06.csv,1e-05,0.001,0.0001,200.0,500.0,2e-06,8.90502897898356,0.0056399726308882,41.30700302124024
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=2e+02_Vs1=5e+02_time_step_5e-06.csv,1e-05,0.001,0.0001,200.0,500.0,5e-06,22.46546045939128,0.0111686130985617,7.492282390594482
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=2e+02_Vs1=5e+02_time_step_5e-07.csv,1e-05,0.001,0.0001,200.0,500.0,5e-07,3.058478673299154,0.0014475808711722,11.529213905334473
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=3e+02_Vs1=1e+02_time_step_2e-06.csv,1e-05,0.001,0.0001,300.0,100.0,2e-06,8.78996753692627,0.0055781304836273,39.37485885620117
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=3e+02_Vs1=1e+02_time_step_5e-06.csv,1e-05,0.001,0.0001,300.0,100.0,5e-06,22.40791702270508,0.0112114371731877,7.354838371276855
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=3e+02_Vs1=1e+02_time_step_5e-07.csv,1e-05,0.001,0.0001,300.0,100.0,5e-07,2.7650226751963296,0.0013440164038911,9.598360061645508
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=3e+02_Vs1=2e+02_time_step_2e-06.csv,1e-05,0.001,0.0001,300.0,200.0,2e-06,8.817505518595377,0.0055927908979356,39.91429138183594
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=3e+02_Vs1=2e+02_time_step_5e-06.csv,1e-05,0.001,0.0001,300.0,200.0,5e-06,22.42205556233724,0.0111988307908177,7.393161773681641
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=3e+02_Vs1=2e+02_time_step_5e-07.csv,1e-05,0.001,0.0001,300.0,200.0,5e-07,2.8357996145884194,0.0013558125356212,10.137794494628906
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=3e+02_Vs1=3e+02_time_step_2e-06.csv,1e-05,0.001,0.0001,300.0,300.0,2e-06,8.848629315694174,0.0056097111664712,40.45329666137695
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=3e+02_Vs1=3e+02_time_step_5e-06.csv,1e-05,0.001,0.0001,300.0,300.0,5e-06,22.437889734903973,0.0111866546794772,7.431577682495117
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=3e+02_Vs1=3e+02_time_step_5e-07.csv,1e-05,0.001,0.0001,300.0,300.0,5e-07,2.915248394012451,0.0013767183991149,10.677227973937988
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=3e+02_Vs1=4e+02_time_step_2e-06.csv,1e-05,0.001,0.0001,300.0,400.0,2e-06,8.883226076761881,0.0056285094469785,40.99272918701172
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=3e+02_Vs1=4e+02_time_step_5e-06.csv,1e-05,0.001,0.0001,300.0,400.0,5e-06,22.454952239990234,0.0111750485375523,7.470024108886719
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=3e+02_Vs1=4e+02_time_step_5e-07.csv,1e-05,0.001,0.0001,300.0,400.0,5e-07,3.0033441384633384,0.0014097451930865,11.21493911743164
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=3e+02_Vs1=5e+02_time_step_2e-06.csv,1e-05,0.001,0.0001,300.0,500.0,2e-06,8.921481132507324,0.0056488108821213,41.5325927734375
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=3e+02_Vs1=5e+02_time_step_5e-06.csv,1e-05,0.001,0.0001,300.0,500.0,5e-06,22.47344017028809,0.0111640272662043,7.508409023284912
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=3e+02_Vs1=5e+02_time_step_5e-07.csv,1e-05,0.001,0.0001,300.0,500.0,5e-07,3.0999158223470054,0.0014805261744186,11.754804611206056
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=4e+02_Vs1=1e+02_time_step_2e-06.csv,1e-05,0.001,0.0001,400.0,100.0,2e-06,8.801083246866861,0.0055840262211859,39.60131072998047
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=4e+02_Vs1=1e+02_time_step_5e-06.csv,1e-05,0.001,0.0001,400.0,100.0,5e-06,22.413593292236328,0.0112060951068997,7.370903968811035
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=4e+02_Vs1=1e+02_time_step_5e-07.csv,1e-05,0.001,0.0001,400.0,100.0,5e-07,2.793588081995646,0.0013479009503498,9.825241088867188
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=4e+02_Vs1=2e+02_time_step_2e-06.csv,1e-05,0.001,0.0001,400.0,200.0,2e-06,8.830034891764322,0.0055994126014411,40.13945007324219
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=4e+02_Vs1=2e+02_time_step_5e-06.csv,1e-05,0.001,0.0001,400.0,200.0,5e-06,22.428504308064777,0.011193704791367,7.40922737121582
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=4e+02_Vs1=2e+02_time_step_5e-07.csv,1e-05,0.001,0.0001,400.0,200.0,5e-07,2.867989619572957,0.0013635768555104,10.36252212524414
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=4e+02_Vs1=3e+02_time_step_2e-06.csv,1e-05,0.001,0.0001,400.0,300.0,2e-06,8.86268679300944,0.0056174914352595,40.68017578125
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=4e+02_Vs1=3e+02_time_step_5e-06.csv,1e-05,0.001,0.0001,400.0,300.0,5e-06,22.44486872355144,0.0111817307770252,7.447643280029297
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=4e+02_Vs1=3e+02_time_step_5e-07.csv,1e-05,0.001,0.0001,400.0,300.0,5e-07,2.951041539510092,0.0013890899717807,10.902386665344238
new_3ph_inv_L=1e-05_C=1e-03_Lg=1e-04_V=4e+02_Vs1=4e+02_time_step_2e-06.csv,1e-05,0.001,0.0001,400.0,400.0,2e-06,8.898813883463541,0.005636675748974,41.219181060791016
