csv_path,L,C,Lg,Vin,Vs1,Time step,MAE,MARE,MAXRE
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-03_V=1e+02_Vs1=3e+02_time_step_2e-06.csv,0.001,0.0001,0.001,100.0,300.0,2e-06,8.876019477844238,0.0056246942840516,40.885963439941406
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-03_V=1e+02_Vs1=4e+02_time_step_2e-06.csv,0.001,0.0001,0.001,100.0,400.0,2e-06,8.913516998291016,0.0056444988586008,41.423675537109375
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-03_V=1e+02_Vs1=5e+02_time_step_2e-06.csv,0.001,0.0001,0.001,100.0,500.0,2e-06,8.954655965169271,0.005666674580425,41.96310806274414
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-03_V=2e+02_Vs1=1e+02_time_step_2e-06.csv,0.001,0.0001,0.001,200.0,100.0,2e-06,8.823970476786295,0.0055962675251066,40.03354644775391
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-03_V=2e+02_Vs1=2e+02_time_step_2e-06.csv,0.001,0.0001,0.001,200.0,200.0,2e-06,8.855865478515625,0.0056137689389288,40.571685791015625
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-03_V=2e+02_Vs1=3e+02_time_step_2e-06.csv,0.001,0.0001,0.001,200.0,300.0,2e-06,8.891284306844076,0.0056327818892896,41.111549377441406
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-03_V=2e+02_Vs1=4e+02_time_step_2e-06.csv,0.001,0.0001,0.001,200.0,400.0,2e-06,8.930278460184732,0.0056535378098487,41.65055465698242
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-03_V=2e+02_Vs1=5e+02_time_step_2e-06.csv,0.001,0.0001,0.001,200.0,500.0,2e-06,8.972949345906576,0.0056767687201499,42.188697814941406
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-03_V=3e+02_Vs1=1e+02_time_step_2e-06.csv,0.001,0.0001,0.001,300.0,100.0,2e-06,8.8368501663208,0.0056031662970781,40.25827407836914
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-03_V=3e+02_Vs1=2e+02_time_step_2e-06.csv,0.001,0.0001,0.001,300.0,200.0,2e-06,8.870258967081705,0.0056216097436845,40.79813766479492
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-03_V=3e+02_Vs1=3e+02_time_step_2e-06.csv,0.001,0.0001,0.001,300.0,300.0,2e-06,8.907179832458496,0.0056410715915262,41.33584976196289
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-03_V=3e+02_Vs1=4e+02_time_step_2e-06.csv,0.001,0.0001,0.001,300.0,400.0,2e-06,8.947720845540365,0.0056629255414009,41.87614440917969
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-03_V=3e+02_Vs1=5e+02_time_step_2e-06.csv,0.001,0.0001,0.001,300.0,500.0,2e-06,8.991873741149902,0.0056876577436923,42.41428756713867
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-03_V=4e+02_Vs1=1e+02_time_step_2e-06.csv,0.001,0.0001,0.001,400.0,100.0,2e-06,8.850425084431967,0.0056108082644641,40.48515319824219
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-03_V=4e+02_Vs1=2e+02_time_step_2e-06.csv,0.001,0.0001,0.001,400.0,200.0,2e-06,8.885246912638346,0.005629604216665,41.02372741699219
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-03_V=4e+02_Vs1=3e+02_time_step_2e-06.csv,0.001,0.0001,0.001,400.0,300.0,2e-06,8.923690478006998,0.005650021135807,41.5627326965332
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-03_V=4e+02_Vs1=4e+02_time_step_2e-06.csv,0.001,0.0001,0.001,400.0,400.0,2e-06,8.96579647064209,0.0056727868504822,42.10130310058594
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-03_V=4e+02_Vs1=5e+02_time_step_2e-06.csv,0.001,0.0001,0.001,400.0,500.0,2e-06,9.01149845123291,0.0056990198791027,42.63987350463867
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-03_V=5e+02_Vs1=1e+02_time_step_2e-06.csv,0.001,0.0001,0.001,500.0,100.0,2e-06,8.864590009053549,0.0056185438297688,40.71031188964844
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-03_V=5e+02_Vs1=2e+02_time_step_2e-06.csv,0.001,0.0001,0.001,500.0,200.0,2e-06,8.900912602742514,0.0056377835571765,41.24931716918945
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-03_V=5e+02_Vs1=3e+02_time_step_2e-06.csv,0.001,0.0001,0.001,500.0,300.0,2e-06,8.940834999084473,0.0056591592729091,41.78745651245117
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-03_V=5e+02_Vs1=4e+02_time_step_2e-06.csv,0.001,0.0001,0.001,500.0,400.0,2e-06,8.984425862630209,0.0056833117268979,42.32646179199219
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-03_V=5e+02_Vs1=5e+02_time_step_2e-06.csv,0.001,0.0001,0.001,500.0,500.0,2e-06,9.031660397847494,0.0057106181047856,42.86589813232422
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-04_V=1e+02_Vs1=1e+02_time_step_2e-06.csv,0.001,0.0001,0.0001,100.0,100.0,2e-06,8.907269795735678,0.005641168449074,41.33843231201172
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-04_V=1e+02_Vs1=2e+02_time_step_2e-06.csv,0.001,0.0001,0.0001,100.0,200.0,2e-06,8.947811762491861,0.0056629828177392,41.87700271606445
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-04_V=1e+02_Vs1=3e+02_time_step_2e-06.csv,0.001,0.0001,0.0001,100.0,300.0,2e-06,8.992029507954916,0.0056877192109823,42.41514587402344
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-04_V=1e+02_Vs1=4e+02_time_step_2e-06.csv,0.001,0.0001,0.0001,100.0,400.0,2e-06,9.039873441060385,0.0057152919471263,42.95501708984375
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-04_V=1e+02_Vs1=5e+02_time_step_2e-06.csv,0.001,0.0001,0.0001,100.0,500.0,2e-06,9.090872446695965,0.0057443249970674,43.49488067626953
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-04_V=2e+02_Vs1=1e+02_time_step_2e-06.csv,0.001,0.0001,0.0001,200.0,100.0,2e-06,8.923805554707846,0.0056500639766454,41.56359100341797
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-04_V=2e+02_Vs1=2e+02_time_step_2e-06.csv,0.001,0.0001,0.0001,200.0,200.0,2e-06,8.965885162353516,0.0056728771887719,42.10302734375
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-04_V=2e+02_Vs1=3e+02_time_step_2e-06.csv,0.001,0.0001,0.0001,200.0,300.0,2e-06,9.011615117390951,0.0056990887969732,42.64073944091797
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-04_V=2e+02_Vs1=4e+02_time_step_2e-06.csv,0.001,0.0001,0.0001,200.0,400.0,2e-06,9.060853958129885,0.0057271588593721,43.18060302734375
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-04_V=2e+02_Vs1=5e+02_time_step_2e-06.csv,0.001,0.0001,0.0001,200.0,500.0,2e-06,9.113156000773111,0.0057574026286602,43.72046661376953
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-04_V=3e+02_Vs1=1e+02_time_step_2e-06.csv,0.001,0.0001,0.0001,300.0,100.0,2e-06,8.94097900390625,0.005659244954586,41.78961181640625
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-04_V=3e+02_Vs1=2e+02_time_step_2e-06.csv,0.001,0.0001,0.0001,300.0,200.0,2e-06,8.984581311543783,0.005683425348252,42.329044342041016
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-04_V=3e+02_Vs1=3e+02_time_step_2e-06.csv,0.001,0.0001,0.0001,300.0,300.0,2e-06,9.031811396280924,0.0057106888853013,42.86719131469727
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-04_V=3e+02_Vs1=4e+02_time_step_2e-06.csv,0.001,0.0001,0.0001,300.0,400.0,2e-06,9.082382520039875,0.0057393084280192,43.406192779541016
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-04_V=3e+02_Vs1=5e+02_time_step_2e-06.csv,0.001,0.0001,0.0001,300.0,500.0,2e-06,9.135989824930826,0.0057707629166543,43.94519805908203
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-04_V=4e+02_Vs1=1e+02_time_step_2e-06.csv,0.001,0.0001,0.0001,400.0,100.0,2e-06,8.958771705627441,0.0056689004413783,42.014766693115234
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-04_V=4e+02_Vs1=2e+02_time_step_2e-06.csv,0.001,0.0001,0.0001,400.0,200.0,2e-06,9.003925005594889,0.0056946869008243,42.55463409423828
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-04_V=4e+02_Vs1=3e+02_time_step_2e-06.csv,0.001,0.0001,0.0001,400.0,300.0,2e-06,9.052610397338867,0.005722492467612,43.09235000610352
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-04_V=4e+02_Vs1=4e+02_time_step_2e-06.csv,0.001,0.0001,0.0001,400.0,400.0,2e-06,9.104419072469076,0.0057522170245647,43.63092041015625
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-04_V=4e+02_Vs1=5e+02_time_step_2e-06.csv,0.001,0.0001,0.0001,400.0,500.0,2e-06,9.15941079457601,0.005784482229501,44.17164993286133
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-04_V=5e+02_Vs1=1e+02_time_step_2e-06.csv,0.001,0.0001,0.0001,500.0,100.0,2e-06,8.977222124735514,0.0056791095994412,42.240360260009766
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-04_V=5e+02_Vs1=2e+02_time_step_2e-06.csv,0.001,0.0001,0.0001,500.0,200.0,2e-06,9.02391529083252,0.0057061575353145,42.77936172485352
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-04_V=5e+02_Vs1=3e+02_time_step_2e-06.csv,0.001,0.0001,0.0001,500.0,300.0,2e-06,9.07390562693278,0.0057345163077116,43.31922912597656
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-04_V=5e+02_Vs1=4e+02_time_step_2e-06.csv,0.001,0.0001,0.0001,500.0,400.0,2e-06,9.127050399780272,0.005765575915575,43.85909271240234
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-04_V=5e+02_Vs1=5e+02_time_step_2e-06.csv,0.001,0.0001,0.0001,500.0,500.0,2e-06,9.183353424072266,0.0057985126040875,44.39508438110352
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-05_V=1e+02_Vs1=1e+02_time_step_2e-06.csv,0.001,0.0001,1e-05,100.0,100.0,2e-06,8.91844367980957,0.0056471866555511,41.49126434326172
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-05_V=1e+02_Vs1=2e+02_time_step_2e-06.csv,0.001,0.0001,1e-05,100.0,200.0,2e-06,8.960024197896322,0.0056695588864386,42.02983474731445
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-05_V=1e+02_Vs1=3e+02_time_step_2e-06.csv,0.001,0.0001,1e-05,100.0,300.0,2e-06,9.005244255065918,0.0056954473257064,42.5697021484375
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-05_V=1e+02_Vs1=4e+02_time_step_2e-06.csv,0.001,0.0001,1e-05,100.0,400.0,2e-06,9.054045041402182,0.0057233250699937,43.1082763671875
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-05_V=1e+02_Vs1=5e+02_time_step_2e-06.csv,0.001,0.0001,1e-05,100.0,500.0,2e-06,9.105910936991371,0.005753144621849,43.64728164672852
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-05_V=2e+02_Vs1=1e+02_time_step_2e-06.csv,0.001,0.0001,1e-05,200.0,100.0,2e-06,8.935364405314127,0.0056562307290732,41.71728515625
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-05_V=2e+02_Vs1=2e+02_time_step_2e-06.csv,0.001,0.0001,1e-05,200.0,200.0,2e-06,8.978489875793457,0.005679880734533,42.25672149658203
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-05_V=2e+02_Vs1=3e+02_time_step_2e-06.csv,0.001,0.0001,1e-05,200.0,300.0,2e-06,9.02527936299642,0.0057069598697125,42.795291900634766
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-05_V=2e+02_Vs1=4e+02_time_step_2e-06.csv,0.001,0.0001,1e-05,200.0,400.0,2e-06,9.075428326924644,0.0057353624142706,43.3347282409668
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-05_V=2e+02_Vs1=5e+02_time_step_2e-06.csv,0.001,0.0001,1e-05,200.0,500.0,2e-06,9.128591219584148,0.005766452755779,43.87329864501953
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-05_V=3e+02_Vs1=1e+02_time_step_2e-06.csv,0.001,0.0001,1e-05,300.0,100.0,2e-06,8.95297114054362,0.0056657954119145,41.94287490844727
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-05_V=3e+02_Vs1=2e+02_time_step_2e-06.csv,0.001,0.0001,1e-05,300.0,200.0,2e-06,8.99759578704834,0.0056910216808319,42.4814453125
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-05_V=3e+02_Vs1=3e+02_time_step_2e-06.csv,0.001,0.0001,1e-05,300.0,300.0,2e-06,9.045876820882162,0.0057187178172171,43.02045440673828
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-05_V=3e+02_Vs1=4e+02_time_step_2e-06.csv,0.001,0.0001,1e-05,300.0,400.0,2e-06,9.097220738728842,0.0057480814866721,43.5603141784668
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-05_V=3e+02_Vs1=5e+02_time_step_2e-06.csv,0.001,0.0001,1e-05,300.0,500.0,2e-06,9.15180810292562,0.0057800374925136,44.09931945800781
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-05_V=4e+02_Vs1=1e+02_time_step_2e-06.csv,0.001,0.0001,1e-05,400.0,100.0,2e-06,8.971233685811361,0.0056758299469947,42.16889190673828
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-05_V=4e+02_Vs1=2e+02_time_step_2e-06.csv,0.001,0.0001,1e-05,400.0,200.0,2e-06,9.017427444458008,0.0057024843990802,42.7078971862793
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-05_V=4e+02_Vs1=3e+02_time_step_2e-06.csv,0.001,0.0001,1e-05,400.0,300.0,2e-06,9.066998481750488,0.0057306564413011,43.24690246582031
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-05_V=4e+02_Vs1=4e+02_time_step_2e-06.csv,0.001,0.0001,1e-05,400.0,400.0,2e-06,9.119716962178549,0.0057612634263932,43.78590774536133
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-05_V=4e+02_Vs1=5e+02_time_step_2e-06.csv,0.001,0.0001,1e-05,400.0,500.0,2e-06,9.175552368164062,0.0057938904501497,44.32405090332031
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-05_V=5e+02_Vs1=1e+02_time_step_2e-06.csv,0.001,0.0001,1e-05,500.0,100.0,2e-06,8.99009895324707,0.0056866407394409,42.39405059814453
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-05_V=5e+02_Vs1=2e+02_time_step_2e-06.csv,0.001,0.0001,1e-05,500.0,200.0,2e-06,9.037796974182127,0.0057140798307955,42.931766510009766
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-05_V=5e+02_Vs1=3e+02_time_step_2e-06.csv,0.001,0.0001,1e-05,500.0,300.0,2e-06,9.088677406311035,0.0057430281303822,43.47249221801758
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-05_V=5e+02_Vs1=4e+02_time_step_2e-06.csv,0.001,0.0001,1e-05,500.0,400.0,2e-06,9.142734209696451,0.005774697754532,44.01063537597656
new_3ph_inv_L=1e-03_C=1e-04_Lg=1e-05_V=5e+02_Vs1=5e+02_time_step_2e-06.csv,0.001,0.0001,1e-05,500.0,500.0,2e-06,9.199861526489258,0.0058084703050553,44.55050277709961
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-03_V=1e+02_Vs1=1e+02_time_step_2e-06.csv,0.001,1e-05,0.001,100.0,100.0,2e-06,8.80147393544515,0.0055842888541519,39.61077880859375
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-03_V=1e+02_Vs1=2e+02_time_step_2e-06.csv,0.001,1e-05,0.001,100.0,200.0,2e-06,8.83044465382894,0.0055996789596974,40.1480598449707
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-03_V=1e+02_Vs1=3e+02_time_step_2e-06.csv,0.001,1e-05,0.001,100.0,300.0,2e-06,8.86314614613851,0.0056177452206611,40.68792724609375
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-03_V=1e+02_Vs1=4e+02_time_step_2e-06.csv,0.001,1e-05,0.001,100.0,400.0,2e-06,8.899307250976562,0.0056369290687143,41.22649765014648
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-03_V=1e+02_Vs1=5e+02_time_step_2e-06.csv,0.001,1e-05,0.001,100.0,500.0,2e-06,8.939081192016602,0.0056582032702863,41.76507186889648
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-03_V=2e+02_Vs1=1e+02_time_step_2e-06.csv,0.001,1e-05,0.001,200.0,100.0,2e-06,8.81316089630127,0.0055905324406921,39.83551025390625
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-03_V=2e+02_Vs1=2e+02_time_step_2e-06.csv,0.001,1e-05,0.001,200.0,200.0,2e-06,8.843689918518066,0.0056070182472467,40.37364959716797
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-03_V=2e+02_Vs1=3e+02_time_step_2e-06.csv,0.001,1e-05,0.001,200.0,300.0,2e-06,8.87783114115397,0.005625631660223,40.91222381591797
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-03_V=2e+02_Vs1=4e+02_time_step_2e-06.csv,0.001,1e-05,0.001,200.0,400.0,2e-06,8.915500005086264,0.0056456010788679,41.45166015625
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-03_V=2e+02_Vs1=5e+02_time_step_2e-06.csv,0.001,1e-05,0.001,200.0,500.0,2e-06,8.956876118977865,0.0056678541004657,41.99065780639648
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-03_V=3e+02_Vs1=1e+02_time_step_2e-06.csv,0.001,1e-05,0.001,300.0,100.0,2e-06,8.82547664642334,0.0055970535613596,40.06023788452149
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-03_V=3e+02_Vs1=2e+02_time_step_2e-06.csv,0.001,1e-05,0.001,300.0,200.0,2e-06,8.85758113861084,0.0056147053837776,40.599239349365234
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-03_V=3e+02_Vs1=3e+02_time_step_2e-06.csv,0.001,1e-05,0.001,300.0,300.0,2e-06,8.893153190612793,0.0056337122805416,41.13738250732422
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-03_V=3e+02_Vs1=4e+02_time_step_2e-06.csv,0.001,1e-05,0.001,300.0,400.0,2e-06,8.932389259338379,0.0056546106934547,41.67681884765625
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-03_V=3e+02_Vs1=5e+02_time_step_2e-06.csv,0.001,1e-05,0.001,300.0,500.0,2e-06,8.975236256917318,0.0056780152954161,42.215816497802734
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-03_V=4e+02_Vs1=1e+02_time_step_2e-06.csv,0.001,1e-05,0.001,400.0,100.0,2e-06,8.838452021280924,0.0056040752679109,40.28582763671875
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-03_V=4e+02_Vs1=2e+02_time_step_2e-06.csv,0.001,1e-05,0.001,400.0,200.0,2e-06,8.872048695882162,0.005622511729598,40.82396697998047
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-03_V=4e+02_Vs1=3e+02_time_step_2e-06.csv,0.001,1e-05,0.001,400.0,300.0,2e-06,8.909125010172525,0.0056421519257128,41.36383056640625
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-03_V=4e+02_Vs1=4e+02_time_step_2e-06.csv,0.001,1e-05,0.001,400.0,400.0,2e-06,8.949847221374512,0.0056640789844095,41.90283584594727
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-03_V=4e+02_Vs1=5e+02_time_step_2e-06.csv,0.001,1e-05,0.001,400.0,500.0,2e-06,8.994243939717611,0.005689098034054,42.44356155395508
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-03_V=5e+02_Vs1=1e+02_time_step_2e-06.csv,0.001,1e-05,0.001,500.0,100.0,2e-06,8.852124214172363,0.0056117139756679,40.51227569580078
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-03_V=5e+02_Vs1=2e+02_time_step_2e-06.csv,0.001,1e-05,0.001,500.0,200.0,2e-06,8.887089093526205,0.005630534607917,41.04955673217773
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-03_V=5e+02_Vs1=3e+02_time_step_2e-06.csv,0.001,1e-05,0.001,500.0,300.0,2e-06,8.925747235616049,0.0056511010043323,41.59028244018555
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-03_V=5e+02_Vs1=4e+02_time_step_2e-06.csv,0.001,1e-05,0.001,500.0,400.0,2e-06,8.967970848083496,0.0056740287691354,42.12885665893555
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-03_V=5e+02_Vs1=5e+02_time_step_2e-06.csv,0.001,1e-05,0.001,500.0,500.0,2e-06,9.013915379842125,0.0057004555128514,42.66828918457031
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-04_V=1e+02_Vs1=1e+02_time_step_2e-06.csv,0.001,1e-05,0.0001,100.0,100.0,2e-06,8.8932466506958,0.0056338016875088,41.14039611816406
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-04_V=1e+02_Vs1=2e+02_time_step_2e-06.csv,0.001,1e-05,0.0001,100.0,200.0,2e-06,8.932447751363119,0.0056546856649219,41.6789665222168
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-04_V=1e+02_Vs1=3e+02_time_step_2e-06.csv,0.001,1e-05,0.0001,100.0,300.0,2e-06,8.975350697835287,0.0056780804879963,42.21754455566406
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-04_V=1e+02_Vs1=4e+02_time_step_2e-06.csv,0.001,1e-05,0.0001,100.0,400.0,2e-06,9.0218874613444,0.005705005954951,42.75697708129883
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-04_V=1e+02_Vs1=5e+02_time_step_2e-06.csv,0.001,1e-05,0.0001,100.0,500.0,2e-06,9.071773846944174,0.0057332669384777,43.29512023925781
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-04_V=2e+02_Vs1=1e+02_time_step_2e-06.csv,0.001,1e-05,0.0001,200.0,100.0,2e-06,8.90924072265625,0.0056422124616801,41.36555480957031
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-04_V=2e+02_Vs1=2e+02_time_step_2e-06.csv,0.001,1e-05,0.0001,200.0,200.0,2e-06,8.949984868367514,0.0056641586124897,41.90455627441406
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-04_V=2e+02_Vs1=3e+02_time_step_2e-06.csv,0.001,1e-05,0.0001,200.0,300.0,2e-06,8.994381268819174,0.0056891269050538,42.44356155395508
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-04_V=2e+02_Vs1=4e+02_time_step_2e-06.csv,0.001,1e-05,0.0001,200.0,400.0,2e-06,9.0423854192098,0.0057166875340044,42.98170471191406
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-04_V=2e+02_Vs1=5e+02_time_step_2e-06.csv,0.001,1e-05,0.0001,200.0,500.0,2e-06,9.09355640411377,0.0057458677329123,43.52157211303711
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-04_V=3e+02_Vs1=1e+02_time_step_2e-06.csv,0.001,1e-05,0.0001,300.0,100.0,2e-06,8.925827980041504,0.0056511466391384,41.59114456176758
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-04_V=3e+02_Vs1=2e+02_time_step_2e-06.csv,0.001,1e-05,0.0001,300.0,200.0,2e-06,8.96809450785319,0.0056740953586995,42.130149841308594
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-04_V=3e+02_Vs1=3e+02_time_step_2e-06.csv,0.001,1e-05,0.0001,300.0,300.0,2e-06,9.014047304789225,0.0057005160488188,42.66914749145508
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-04_V=3e+02_Vs1=4e+02_time_step_2e-06.csv,0.001,1e-05,0.0001,300.0,400.0,2e-06,9.07346248626709,0.0058387606404721,31.310401916503903
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-04_V=3e+02_Vs1=5e+02_time_step_2e-06.csv,0.001,1e-05,0.0001,300.0,500.0,2e-06,9.115866978963217,0.0057589835487306,43.74673080444336
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-04_V=4e+02_Vs1=1e+02_time_step_2e-06.csv,0.001,1e-05,0.0001,400.0,100.0,2e-06,8.94308598836263,0.0056603918783366,41.81673431396485
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-04_V=4e+02_Vs1=2e+02_time_step_2e-06.csv,0.001,1e-05,0.0001,400.0,200.0,2e-06,8.986844380696615,0.0056847408413887,42.35530853271485
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-04_V=4e+02_Vs1=3e+02_time_step_2e-06.csv,0.001,1e-05,0.0001,400.0,300.0,2e-06,9.034323374430338,0.0057120770215988,42.89302062988281
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-04_V=4e+02_Vs1=4e+02_time_step_2e-06.csv,0.001,1e-05,0.0001,400.0,400.0,2e-06,9.085017522176107,0.0057408809661865,43.43417739868164
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-04_V=4e+02_Vs1=5e+02_time_step_2e-06.csv,0.001,1e-05,0.0001,400.0,500.0,2e-06,9.138829231262209,0.0057723824866116,43.97102737426758
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-04_V=5e+02_Vs1=1e+02_time_step_2e-06.csv,0.001,1e-05,0.0001,500.0,100.0,2e-06,8.961012204488119,0.0056701302528381,42.04232406616211
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-04_V=5e+02_Vs1=2e+02_time_step_2e-06.csv,0.001,1e-05,0.0001,500.0,200.0,2e-06,9.006307601928711,0.0056960438378155,42.58089447021485
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-04_V=5e+02_Vs1=3e+02_time_step_2e-06.csv,0.001,1e-05,0.0001,500.0,300.0,2e-06,9.055147806803385,0.0057239774614572,43.12076187133789
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-04_V=5e+02_Vs1=4e+02_time_step_2e-06.csv,0.001,1e-05,0.0001,500.0,400.0,2e-06,9.107097625732422,0.0057538482360541,43.65933609008789
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-04_V=5e+02_Vs1=5e+02_time_step_2e-06.csv,0.001,1e-05,0.0001,500.0,500.0,2e-06,9.162287394205729,0.0057861465029418,44.19833755493164
new_3ph_inv_L=1e-03_C=1e-05_Lg=1e-05_V=1e+02_Vs1=1e+02_time_step_2e-06.csv,0.001,1e-05,1e-05,100.0,100.0,2e-06,8.904045422871908,0.0056394166313111,41.29279708862305
